ECs	Organism	Uniprot IDs	PMID	Type	kcat	Temperature	pH	Substrates	Products	substrate_IDs	product_IDs	Main Substrate
3.1.3.2	Ipomoea batatas	Q9SE00	10510276	wildtype	2160.0	25.0	-	H2O;4-Nitrophenyl phosphate	Phosphate;p-Nitrophenol	InChI=1S/C6H6NO6P/c8-7(9)5-1-3-6(4-2-5)13-14(10,11)12/h1-4H,(H2,10,11,12)#InChI=1S/H2O/h1H2	InChI=1S/C6H5NO3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H#InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	InChI=1S/C6H6NO6P/c8-7(9)5-1-3-6(4-2-5)13-14(10,11)12/h1-4H,(H2,10,11,12)
3.1.3.2	Ipomoea batatas	Q9SE00	10510276	wildtype	980.0	25.0	-	H2O;ATP	ADP;Phosphate	InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/p-4/t4-,6-,7-,10-/m1/s1#InChI=1S/H2O/h1H2	InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(24-10)1-23-27(21,22)25-26(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1#InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/p-4/t4-,6-,7-,10-/m1/s1
3.1.3.2	Ipomoea batatas	Q9SE00	10510276	wildtype	310.0	25.0	-	H2O;ADP	AMP;Phosphate	InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(24-10)1-23-27(21,22)25-26(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1#InChI=1S/H2O/h1H2	InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1#InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(24-10)1-23-27(21,22)25-26(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1
3.1.3.2	Ipomoea batatas	Q9SE00	10510276	wildtype	230.0	25.0	-	AMP;H2O	Adenosine;Phosphate	InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1#InChI=1S/H2O/h1H2	InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1#InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1
3.1.3.2	Ipomoea batatas	Q9SE00	10510276	wildtype	1070.0	25.0	-	H2O;Diphosphate	Phosphate	InChI=1S/H2O/h1H2#InChI=1S/H4O7P2/c1-8(2,3)7-9(4,5)6/h(H2,1,2,3)(H2,4,5,6)	InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	InChI=1S/H4O7P2/c1-8(2,3)7-9(4,5)6/h(H2,1,2,3)(H2,4,5,6)
3.1.3.2	Ipomoea batatas	Q9SE00	10510276	wildtype	3370.0	25.0	-	Glycerol 2-phosphate;H2O	Glycerol;Phosphate	InChI=1S/C3H9O6P/c4-1-3(2-5)9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)#InChI=1S/H2O/h1H2	InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2#InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	InChI=1S/C3H9O6P/c4-1-3(2-5)9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)
3.1.3.2	Ipomoea batatas	Q9SE00	10510276	wildtype	1210.0	25.0	-	Glucose 6-phosphate;H2O	Phosphate;Glucose	InChI=1S/C6H13O9P/c7-3-2(1-14-16(11,12)13)15-6(10)5(9)4(3)8/h2-10H,1H2,(H2,11,12,13)/t2-,3-,4+,5-,6?/m1/s1#InChI=1S/H2O/h1H2	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1#InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	InChI=1S/C6H13O9P/c7-3-2(1-14-16(11,12)13)15-6(10)5(9)4(3)8/h2-10H,1H2,(H2,11,12,13)/t2-,3-,4+,5-,6?/m1/s1
3.1.3.2	Glycine max	Q09131	10510276	wildtype	230.0	25.0	-	H2O;4-Nitrophenyl phosphate	Phosphate;p-Nitrophenol	InChI=1S/C6H6NO6P/c8-7(9)5-1-3-6(4-2-5)13-14(10,11)12/h1-4H,(H2,10,11,12)#InChI=1S/H2O/h1H2	InChI=1S/C6H5NO3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H#InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	InChI=1S/C6H6NO6P/c8-7(9)5-1-3-6(4-2-5)13-14(10,11)12/h1-4H,(H2,10,11,12)
3.1.3.2	Glycine max	Q09131	10510276	wildtype	65.0	25.0	-	H2O;ATP	ADP;Phosphate	InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/p-4/t4-,6-,7-,10-/m1/s1#InChI=1S/H2O/h1H2	InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(24-10)1-23-27(21,22)25-26(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1#InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/p-4/t4-,6-,7-,10-/m1/s1
3.1.3.2	Glycine max	Q09131	10510276	wildtype	100.0	25.0	-	H2O;ADP	AMP;Phosphate	InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(24-10)1-23-27(21,22)25-26(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1#InChI=1S/H2O/h1H2	InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1#InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(24-10)1-23-27(21,22)25-26(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1
3.1.3.2	Glycine max	Q09131	10510276	wildtype	74.0	25.0	-	H2O;AMP	Adenosine;Phosphate	InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1#InChI=1S/H2O/h1H2	InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1#InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1
3.1.3.2	Glycine max	Q09131	10510276	wildtype	120.0	25.0	-	Diphosphate;H2O	Phosphate	InChI=1S/H2O/h1H2#InChI=1S/H4O7P2/c1-8(2,3)7-9(4,5)6/h(H2,1,2,3)(H2,4,5,6)	InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	InChI=1S/H4O7P2/c1-8(2,3)7-9(4,5)6/h(H2,1,2,3)(H2,4,5,6)
3.1.3.2	Glycine max	Q09131	10510276	wildtype	50.0	25.0	-	H2O;Glycerol 2-phosphate	Phosphate;Glycerol	InChI=1S/C3H9O6P/c4-1-3(2-5)9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)#InChI=1S/H2O/h1H2	InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2#InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	InChI=1S/C3H9O6P/c4-1-3(2-5)9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)
3.1.3.2	Phaseolus vulgaris	P80366	10510276	wildtype	470.0	30.0	-	4-Nitrophenyl phosphate;H2O	p-Nitrophenol;Phosphate	InChI=1S/C6H6NO6P/c8-7(9)5-1-3-6(4-2-5)13-14(10,11)12/h1-4H,(H2,10,11,12)#InChI=1S/H2O/h1H2	InChI=1S/C6H5NO3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H#InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	InChI=1S/C6H6NO6P/c8-7(9)5-1-3-6(4-2-5)13-14(10,11)12/h1-4H,(H2,10,11,12)
3.1.3.2	Phaseolus vulgaris	P80366	10510276	wildtype	77.0	25.0	-	H2O;4-Nitrophenyl phosphate	Phosphate;p-Nitrophenol	InChI=1S/C6H6NO6P/c8-7(9)5-1-3-6(4-2-5)13-14(10,11)12/h1-4H,(H2,10,11,12)#InChI=1S/H2O/h1H2	InChI=1S/C6H5NO3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H#InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	InChI=1S/C6H6NO6P/c8-7(9)5-1-3-6(4-2-5)13-14(10,11)12/h1-4H,(H2,10,11,12)
3.1.3.2	Phaseolus vulgaris	P80366	10510276	wildtype	1200.0	25.0	-	ATP;H2O	ADP;Phosphate	InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/p-4/t4-,6-,7-,10-/m1/s1#InChI=1S/H2O/h1H2	InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(24-10)1-23-27(21,22)25-26(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1#InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/p-4/t4-,6-,7-,10-/m1/s1
3.1.3.2	Phaseolus vulgaris	P80366	10510276	wildtype	2700.0	30.0	-	ATP;H2O	Phosphate;ADP	InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/p-4/t4-,6-,7-,10-/m1/s1#InChI=1S/H2O/h1H2	InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(24-10)1-23-27(21,22)25-26(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1#InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/p-4/t4-,6-,7-,10-/m1/s1
3.1.3.2	Phaseolus vulgaris	P80366	10510276	wildtype	530.0	30.0	-	H2O;ADP	Phosphate;AMP	InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(24-10)1-23-27(21,22)25-26(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1#InChI=1S/H2O/h1H2	InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1#InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(24-10)1-23-27(21,22)25-26(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1
3.1.3.37	Spinacia oleracea	O20252	2844169	wildtype oxidized	0.42	30.0	8.8	Fructose 1,6-bisphosphate;H2O	Phosphate;Fructose 6-phosphate	InChI=1S/C6H14O12P2/c7-4-3(1-16-19(10,11)12)18-6(9,5(4)8)2-17-20(13,14)15/h3-5,7-9H,1-2H2,(H2,10,11,12)(H2,13,14,15)/t3-,4-,5+,6-/m1/s1#InChI=1S/H2O/h1H2	InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12,13)14/h4-7,9-11H,1-2H2,(H2,12,13,14)/t4-,5-,6-/m1/s1#InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	InChI=1S/C6H14O12P2/c7-4-3(1-16-19(10,11)12)18-6(9,5(4)8)2-17-20(13,14)15/h3-5,7-9H,1-2H2,(H2,10,11,12)(H2,13,14,15)/t3-,4-,5+,6-/m1/s1
3.1.3.37	Spinacia oleracea	O20252	2844169	wildtype oxidized	0.84	30.0	8.2	H2O;Sedoheptulose 1,7-bisphosphate	Sedoheptulose 7-phosphate;Phosphate	InChI=1S/C7H16O13P2/c8-3(1-19-21(13,14)15)5(10)7(12)6(11)4(9)2-20-22(16,17)18/h3,5-8,10-12H,1-2H2,(H2,13,14,15)(H2,16,17,18)/t3-,5-,6-,7-/m1/s1#InChI=1S/H2O/h1H2	InChI=1S/C7H15O10P/c8-1-3(9)5(11)7(13)6(12)4(10)2-17-18(14,15)16/h4-8,10-13H,1-2H2,(H2,14,15,16)/t4-,5-,6-,7+/m1/s1#InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	InChI=1S/C7H16O13P2/c8-3(1-19-21(13,14)15)5(10)7(12)6(11)4(9)2-20-22(16,17)18/h3,5-8,10-12H,1-2H2,(H2,13,14,15)(H2,16,17,18)/t3-,5-,6-,7-/m1/s1
3.1.3.37	Spinacia oleracea	O20252	2844169	wildtype reduced	21.0	30.0	8.8	H2O;Fructose 1,6-bisphosphate	Fructose 6-phosphate;Phosphate	InChI=1S/C6H14O12P2/c7-4-3(1-16-19(10,11)12)18-6(9,5(4)8)2-17-20(13,14)15/h3-5,7-9H,1-2H2,(H2,10,11,12)(H2,13,14,15)/t3-,4-,5+,6-/m1/s1#InChI=1S/H2O/h1H2	InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12,13)14/h4-7,9-11H,1-2H2,(H2,12,13,14)/t4-,5-,6-/m1/s1#InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	InChI=1S/C6H14O12P2/c7-4-3(1-16-19(10,11)12)18-6(9,5(4)8)2-17-20(13,14)15/h3-5,7-9H,1-2H2,(H2,10,11,12)(H2,13,14,15)/t3-,4-,5+,6-/m1/s1
3.1.3.37	Spinacia oleracea	O20252	2844169	wildtype reduced	81.0	30.0	8.2	Sedoheptulose 1,7-bisphosphate;H2O	Phosphate;Sedoheptulose 7-phosphate	InChI=1S/C7H16O13P2/c8-3(1-19-21(13,14)15)5(10)7(12)6(11)4(9)2-20-22(16,17)18/h3,5-8,10-12H,1-2H2,(H2,13,14,15)(H2,16,17,18)/t3-,5-,6-,7-/m1/s1#InChI=1S/H2O/h1H2	InChI=1S/C7H15O10P/c8-1-3(9)5(11)7(13)6(12)4(10)2-17-18(14,15)16/h4-8,10-13H,1-2H2,(H2,14,15,16)/t4-,5-,6-,7+/m1/s1#InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	InChI=1S/C7H16O13P2/c8-3(1-19-21(13,14)15)5(10)7(12)6(11)4(9)2-20-22(16,17)18/h3,5-8,10-12H,1-2H2,(H2,13,14,15)(H2,16,17,18)/t3-,5-,6-,7-/m1/s1
3.1.3.41	Oryza sativa	Q336V5	17388894	wildtype ACR2.1, N-terminal His-tag	0.5	37.0	-	4-Nitrophenyl phosphate;H2O	Phosphate;p-Nitrophenol	InChI=1S/C6H6NO6P/c8-7(9)5-1-3-6(4-2-5)13-14(10,11)12/h1-4H,(H2,10,11,12)#InChI=1S/H2O/h1H2	InChI=1S/C6H5NO3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H#InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	InChI=1S/C6H6NO6P/c8-7(9)5-1-3-6(4-2-5)13-14(10,11)12/h1-4H,(H2,10,11,12)
3.1.3.41	Oryza sativa	Q10SX6	17388894	wildtype ACR2.2, N-terminal His-tag	0.16	37.0	-	H2O;4-Nitrophenyl phosphate	Phosphate;p-Nitrophenol	InChI=1S/C6H6NO6P/c8-7(9)5-1-3-6(4-2-5)13-14(10,11)12/h1-4H,(H2,10,11,12)#InChI=1S/H2O/h1H2	InChI=1S/C6H5NO3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H#InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	InChI=1S/C6H6NO6P/c8-7(9)5-1-3-6(4-2-5)13-14(10,11)12/h1-4H,(H2,10,11,12)
3.1.3.48	Arabidopsis thaliana	Q8GY31	15336525	wildtype Arath;CDC25	0.15	30.0	7.5	4-Nitrophenyl phosphate;H2O	p-Nitrophenol;Phosphate	InChI=1S/C6H6NO6P/c8-7(9)5-1-3-6(4-2-5)13-14(10,11)12/h1-4H,(H2,10,11,12)#InChI=1S/H2O/h1H2	InChI=1S/C6H5NO3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H#InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	InChI=1S/C6H6NO6P/c8-7(9)5-1-3-6(4-2-5)13-14(10,11)12/h1-4H,(H2,10,11,12)
3.1.7.11	Ocimum basilicum	Q6USK1	14657409	wildtype	0.8	32.0	8.0	Geranyl diphosphate;H2O	Geraniol;Diphosphate	InChI=1S/C10H20O7P2/c1-9(2)5-4-6-10(3)7-8-16-19(14,15)17-18(11,12)13/h5,7H,4,6,8H2,1-3H3,(H,14,15)(H2,11,12,13)/b10-7+#InChI=1S/H2O/h1H2	InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7+#InChI=1S/H4O7P2/c1-8(2,3)7-9(4,5)6/h(H2,1,2,3)(H2,4,5,6)	InChI=1S/C10H20O7P2/c1-9(2)5-4-6-10(3)7-8-16-19(14,15)17-18(11,12)13/h5,7H,4,6,8H2,1-3H3,(H,14,15)(H2,11,12,13)/b10-7+
3.1.7.11	Ocimum basilicum	Q6USK1	14657409	mutant truncated starts with Ser-35	0.6	32.0	8.0	Geranyl diphosphate;H2O	Geraniol;Diphosphate	InChI=1S/C10H20O7P2/c1-9(2)5-4-6-10(3)7-8-16-19(14,15)17-18(11,12)13/h5,7H,4,6,8H2,1-3H3,(H,14,15)(H2,11,12,13)/b10-7+#InChI=1S/H2O/h1H2	InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7+#InChI=1S/H4O7P2/c1-8(2,3)7-9(4,5)6/h(H2,1,2,3)(H2,4,5,6)	InChI=1S/C10H20O7P2/c1-9(2)5-4-6-10(3)7-8-16-19(14,15)17-18(11,12)13/h5,7H,4,6,8H2,1-3H3,(H,14,15)(H2,11,12,13)/b10-7+
3.1.7.11	Ocimum basilicum	Q6USK1	14657409	mutant truncated starts with Met-44	1.0	32.0	8.0	H2O;Geranyl diphosphate	Geraniol;Diphosphate	InChI=1S/C10H20O7P2/c1-9(2)5-4-6-10(3)7-8-16-19(14,15)17-18(11,12)13/h5,7H,4,6,8H2,1-3H3,(H,14,15)(H2,11,12,13)/b10-7+#InChI=1S/H2O/h1H2	InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7+#InChI=1S/H4O7P2/c1-8(2,3)7-9(4,5)6/h(H2,1,2,3)(H2,4,5,6)	InChI=1S/C10H20O7P2/c1-9(2)5-4-6-10(3)7-8-16-19(14,15)17-18(11,12)13/h5,7H,4,6,8H2,1-3H3,(H,14,15)(H2,11,12,13)/b10-7+
3.2.1.1	Vigna angularis	Q7X9T1	12834286	wildtype VAAmy1	71.8	37.0	5.3	H2O;Amylose	Amylose	InChI=1S/C14H26O11/c1-21-11-5(3-15)24-14(10(20)7(11)17)25-12-6(4-16)23-13(22-2)9(19)8(12)18/h5-20H,3-4H2,1-2H3/t5-,6-,7-,8-,9-,10-,11-,12-,13+,14-/m1/s1#InChI=1S/H2O/h1H2	InChI=1S/C14H26O11/c1-21-11-5(3-15)24-14(10(20)7(11)17)25-12-6(4-16)23-13(22-2)9(19)8(12)18/h5-20H,3-4H2,1-2H3/t5-,6-,7-,8-,9-,10-,11-,12-,13+,14-/m1/s1	InChI=1S/C14H26O11/c1-21-11-5(3-15)24-14(10(20)7(11)17)25-12-6(4-16)23-13(22-2)9(19)8(12)18/h5-20H,3-4H2,1-2H3/t5-,6-,7-,8-,9-,10-,11-,12-,13+,14-/m1/s1
3.2.1.1	Vigna angularis	Q7X9T1	12834286	wildtype VAAmy2	55.5	37.0	5.2	H2O;Amylose	Amylose	InChI=1S/C14H26O11/c1-21-11-5(3-15)24-14(10(20)7(11)17)25-12-6(4-16)23-13(22-2)9(19)8(12)18/h5-20H,3-4H2,1-2H3/t5-,6-,7-,8-,9-,10-,11-,12-,13+,14-/m1/s1#InChI=1S/H2O/h1H2	InChI=1S/C14H26O11/c1-21-11-5(3-15)24-14(10(20)7(11)17)25-12-6(4-16)23-13(22-2)9(19)8(12)18/h5-20H,3-4H2,1-2H3/t5-,6-,7-,8-,9-,10-,11-,12-,13+,14-/m1/s1	InChI=1S/C14H26O11/c1-21-11-5(3-15)24-14(10(20)7(11)17)25-12-6(4-16)23-13(22-2)9(19)8(12)18/h5-20H,3-4H2,1-2H3/t5-,6-,7-,8-,9-,10-,11-,12-,13+,14-/m1/s1
3.2.1.1	Glycine max	F9W2W3	20655076	wildtype	280.0	-	5.5	Starch;H2O	Dextrin;Starch	C00369#InChI=1S/H2O/h1H2	C00369#InChI=1S/C18H32O16/c19-1-4-7(22)8(23)12(27)17(31-4)34-15-6(3-21)32-18(13(28)10(15)25)33-14-5(2-20)30-16(29)11(26)9(14)24/h4-29H,1-3H2/t4-,5-,6-,7-,8+,9-,10-,11-,12-,13-,14-,15-,16+,17?,18?/m1/s1	C00369
3.2.1.147	Arabidopsis thaliana	P37702	19703694	wildtype isoenzyme TGG1	2.3	37.0	4.5	Sinigrin;H2O	beta-D-Glucose;Allyl isothiocyanate;Sulfate	InChI=1S/C10H17NO9S2/c1-2-3-6(11-20-22(16,17)18)21-10-9(15)8(14)7(13)5(4-12)19-10/h2,5,7-10,12-15H,1,3-4H2,(H,16,17,18)/p-1/b11-6-/t5-,7-,8+,9-,10+/m1/s1#InChI=1S/H2O/h1H2	InChI=1S/C4H5NS/c1-2-3-5-4-6/h2H,1,3H2#InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6-/m1/s1#InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)	InChI=1S/C10H17NO9S2/c1-2-3-6(11-20-22(16,17)18)21-10-9(15)8(14)7(13)5(4-12)19-10/h2,5,7-10,12-15H,1,3-4H2,(H,16,17,18)/p-1/b11-6-/t5-,7-,8+,9-,10+/m1/s1
3.2.1.147	Arabidopsis thaliana	Q8GRX1	19703694	wildtype isoenzyme TGG4	12.0	37.0	4.5	Sinigrin;H2O	Sulfate;Allyl isothiocyanate;beta-D-Glucose	InChI=1S/C10H17NO9S2/c1-2-3-6(11-20-22(16,17)18)21-10-9(15)8(14)7(13)5(4-12)19-10/h2,5,7-10,12-15H,1,3-4H2,(H,16,17,18)/p-1/b11-6-/t5-,7-,8+,9-,10+/m1/s1#InChI=1S/H2O/h1H2	InChI=1S/C4H5NS/c1-2-3-5-4-6/h2H,1,3H2#InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6-/m1/s1#InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)	InChI=1S/C10H17NO9S2/c1-2-3-6(11-20-22(16,17)18)21-10-9(15)8(14)7(13)5(4-12)19-10/h2,5,7-10,12-15H,1,3-4H2,(H,16,17,18)/p-1/b11-6-/t5-,7-,8+,9-,10+/m1/s1
